# finding_id	entity_id	entity_kind	entity_file	finding_type	claim_locator
CV914-0487	REG-EV-PEMBRO-UROTHELIAL	Regimen	reg_ev_pembro_urothelial.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:893
CV914-0488	REG-FOLFOX-CETUX	Regimen	folfox_cetuximab.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:896
CV914-0489	REG-FOLFOX-CETUX	Regimen	folfox_cetuximab.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:897
CV914-0490	REG-NIVO-ADJUVANT-ESOPH	Regimen	nivolumab_adjuvant_esophageal.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:900
CV914-0491	REG-NIVO-ADJUVANT-ESOPH	Regimen	nivolumab_adjuvant_esophageal.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:901
CV914-0492	REG-OLAPARIB-BREAST	Regimen	reg_olaparib_breast.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:904
CV914-0493	REG-OLAPARIB-BREAST	Regimen	reg_olaparib_breast.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:905
CV914-0494	REG-OLAPARIB-MAINT-OVARIAN	Regimen	olaparib_maintenance_ovarian.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:908
CV914-0495	REG-OLAPARIB-MAINT-OVARIAN	Regimen	olaparib_maintenance_ovarian.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:909
CV914-0496	REG-OSIMERTINIB-NSCLC	Regimen	reg_osimertinib_nsclc.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:912
CV914-0497	REG-OSIMERTINIB-NSCLC	Regimen	reg_osimertinib_nsclc.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:913
CV914-0498	REG-PEMBRO-CHEMO-NSCLC-NONSQ	Regimen	reg_pembro_chemo_nsclc_nonsq.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:916
CV914-0499	REG-PEMBRO-CHEMO-NSCLC-NONSQ	Regimen	reg_pembro_chemo_nsclc_nonsq.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:917
CV914-0500	REG-PEMBROLIZUMAB-MAINTENANCE	Regimen	reg_pembrolizumab_maintenance.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:920
CV914-0501	REG-PEMBROLIZUMAB-MAINTENANCE	Regimen	reg_pembrolizumab_maintenance.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:921
CV914-0502	REG-RICE-BURKITT	Regimen	reg_rice_burkitt.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:924
CV914-0503	REG-RICE-BURKITT	Regimen	reg_rice_burkitt.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:925
CV914-0504	REG-SACITUZUMAB	Regimen	reg_sacituzumab.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:928
CV914-0505	REG-SACITUZUMAB	Regimen	reg_sacituzumab.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:929
CV914-0506	REG-SELPERCATINIB-MTC-1L	Regimen	reg_selpercatinib_mtc_1l.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:932
CV914-0507	REG-SELPERCATINIB-MTC-1L	Regimen	reg_selpercatinib_mtc_1l.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:933
CV914-0508	REG-TDXD-METASTATIC	Regimen	reg_tdxd_metastatic.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:936
CV914-0509	REG-TDXD-METASTATIC	Regimen	reg_tdxd_metastatic.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:937
CV914-0510	REG-TECLISTAMAB	Regimen	reg_teclistamab.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:940
CV914-0511	REG-TECLISTAMAB	Regimen	reg_teclistamab.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:941
CV914-0512	REG-VENETOCLAX-RITUXIMAB	Regimen	reg_venetoclax_rituximab.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:944
CV914-0513	REG-VENETOCLAX-RITUXIMAB	Regimen	reg_venetoclax_rituximab.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:945
CV914-0514	BMA-ATM-GERMLINE-PROSTATE	BMA	bma_atm_germline_prostate.yaml	missing-regulatory-source	docs/reviews/citation-verification-2026-04-27.md:948
CV914-0515	BMA-ATM-LOSS-CLL	BMA	bma_atm_loss_cll.yaml	missing-regulatory-source	docs/reviews/citation-verification-2026-04-27.md:951
CV914-0516	BMA-BRAF-V600E-NSCLC	BMA	bma_braf_v600e_nsclc.yaml	missing-regulatory-source	docs/reviews/citation-verification-2026-04-27.md:954
CV914-0517	BMA-BRCA1-GERMLINE-PDAC	BMA	bma_brca1_germline_pdac.yaml	missing-regulatory-source	docs/reviews/citation-verification-2026-04-27.md:957
CV914-0518	BMA-BRCA2-GERMLINE-PDAC	BMA	bma_brca2_germline_pdac.yaml	missing-regulatory-source	docs/reviews/citation-verification-2026-04-27.md:960
CV914-0519	BMA-EGFR-G719X-NSCLC	BMA	bma_egfr_g719x_nsclc.yaml	missing-regulatory-source	docs/reviews/citation-verification-2026-04-27.md:963
CV914-0520	BMA-FGFR2-BICC1-CHOLANGIO	BMA	bma_fgfr2_bicc1_cholangio.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:966
CV914-0521	BMA-FGFR2-FUSION-CHOLANGIO	BMA	bma_fgfr2_fusion_cholangio.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:969
CV914-0522	BMA-FGFR3-Y373C-UROTHELIAL	BMA	bma_fgfr3_y373c_urothelial.yaml	missing-regulatory-source	docs/reviews/citation-verification-2026-04-27.md:972
CV914-0523	BMA-FLT3-D835-AML-RR	BMA	bma_flt3_d835_aml_rr.yaml	missing-regulatory-source	docs/reviews/citation-verification-2026-04-27.md:975
CV914-0524	BMA-FLT3-ITD-AML-RR	BMA	bma_flt3_itd_aml_rr.yaml	missing-regulatory-source	docs/reviews/citation-verification-2026-04-27.md:978
CV914-0525	BMA-IDH2-R140Q-AML	BMA	bma_idh2_r140q_aml.yaml	missing-regulatory-source	docs/reviews/citation-verification-2026-04-27.md:981
CV914-0526	BMA-IDH2-R172K-AML	BMA	bma_idh2_r172k_aml.yaml	missing-regulatory-source	docs/reviews/citation-verification-2026-04-27.md:984
CV914-0527	BMA-KIT-D816V-MASTOCYTOSIS	BMA	bma_kit_d816v_mastocytosis.yaml	missing-regulatory-source	docs/reviews/citation-verification-2026-04-27.md:987
CV914-0528	BMA-MLH1-GERMLINE-UROTHELIAL	BMA	bma_mlh1_germline_urothelial.yaml	missing-regulatory-source	docs/reviews/citation-verification-2026-04-27.md:990
CV914-0529	BMA-MLH1-SOMATIC-UROTHELIAL	BMA	bma_mlh1_somatic_urothelial.yaml	missing-regulatory-source	docs/reviews/citation-verification-2026-04-27.md:993
CV914-0530	BMA-MSH2-GERMLINE-UROTHELIAL	BMA	bma_msh2_germline_urothelial.yaml	missing-regulatory-source	docs/reviews/citation-verification-2026-04-27.md:996
CV914-0531	BMA-MSH2-SOMATIC-UROTHELIAL	BMA	bma_msh2_somatic_urothelial.yaml	missing-regulatory-source	docs/reviews/citation-verification-2026-04-27.md:999
CV914-0532	BMA-MSH6-GERMLINE-UROTHELIAL	BMA	bma_msh6_germline_urothelial.yaml	missing-regulatory-source	docs/reviews/citation-verification-2026-04-27.md:1002
CV914-0533	BMA-MSH6-SOMATIC-UROTHELIAL	BMA	bma_msh6_somatic_urothelial.yaml	missing-regulatory-source	docs/reviews/citation-verification-2026-04-27.md:1005
CV914-0534	BMA-MYD88-L265P-WM	BMA	bma_myd88_l265p_wm.yaml	missing-regulatory-source	docs/reviews/citation-verification-2026-04-27.md:1008
CV914-0535	BMA-NTRK-ETV6-SALIVARY	BMA	bma_ntrk_etv6_salivary.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:1011
CV914-0536	BMA-NTRK-FUSION-CRC	BMA	bma_ntrk_fusion_crc.yaml	missing-regulatory-source	docs/reviews/citation-verification-2026-04-27.md:1014
CV914-0537	BMA-NTRK-FUSION-IFS	BMA	bma_ntrk_fusion_ifs.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:1017
CV914-0538	BMA-NTRK-FUSION-NSCLC	BMA	bma_ntrk_fusion_nsclc.yaml	missing-regulatory-source	docs/reviews/citation-verification-2026-04-27.md:1020
CV914-0539	BMA-NTRK-FUSION-SALIVARY	BMA	bma_ntrk_fusion_salivary.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:1023
CV914-0540	BMA-NTRK-FUSION-THYROID-PAPILLARY	BMA	bma_ntrk_fusion_thyroid_papillary.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:1026
CV914-0541	BMA-PDGFRA-EXON12-GIST	BMA	bma_pdgfra_exon12_gist.yaml	missing-regulatory-source	docs/reviews/citation-verification-2026-04-27.md:1029
CV914-0542	BMA-PDGFRA-EXON14-GIST	BMA	bma_pdgfra_exon14_gist.yaml	missing-regulatory-source	docs/reviews/citation-verification-2026-04-27.md:1032
CV914-0543	BMA-PDGFRA-EXON18-NON-D842-GIST	BMA	bma_pdgfra_exon18_non_d842_gist.yaml	missing-regulatory-source	docs/reviews/citation-verification-2026-04-27.md:1035
CV914-0544	BMA-PIK3CA-E542K-BREAST	BMA	bma_pik3ca_e542k_breast.yaml	missing-regulatory-source	docs/reviews/citation-verification-2026-04-27.md:1038
CV914-0545	BMA-PIK3CA-E545K-BREAST	BMA	bma_pik3ca_e545k_breast.yaml	missing-regulatory-source	docs/reviews/citation-verification-2026-04-27.md:1041
CV914-0546	BMA-PIK3CA-H1047L-BREAST	BMA	bma_pik3ca_h1047l_breast.yaml	missing-regulatory-source	docs/reviews/citation-verification-2026-04-27.md:1044
CV914-0547	BMA-PIK3CA-H1047R-BREAST	BMA	bma_pik3ca_h1047r_breast.yaml	missing-regulatory-source	docs/reviews/citation-verification-2026-04-27.md:1047
CV914-0548	BMA-PMS2-GERMLINE-UROTHELIAL	BMA	bma_pms2_germline_urothelial.yaml	missing-regulatory-source	docs/reviews/citation-verification-2026-04-27.md:1050
CV914-0549	BMA-PMS2-SOMATIC-UROTHELIAL	BMA	bma_pms2_somatic_urothelial.yaml	missing-regulatory-source	docs/reviews/citation-verification-2026-04-27.md:1053
CV914-0550	BMA-ROS1-CD74-NSCLC	BMA	bma_ros1_cd74_nsclc.yaml	missing-regulatory-source	docs/reviews/citation-verification-2026-04-27.md:1056
CV914-0551	BMA-ROS1-EZR-NSCLC	BMA	bma_ros1_ezr_nsclc.yaml	missing-regulatory-source	docs/reviews/citation-verification-2026-04-27.md:1059
CV914-0552	BMA-ROS1-SLC34A2-NSCLC	BMA	bma_ros1_slc34a2_nsclc.yaml	missing-regulatory-source	docs/reviews/citation-verification-2026-04-27.md:1062
CV914-0553	IND-AITL-1L-CHP-BV	Indication	ind_aitl_1l_chp_bv.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:1065
CV914-0554	IND-APL-1L-ATRA-ATO	Indication	ind_apl_1l_atra_ato.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:1068
CV914-0555	IND-APL-SALVAGE-ATRA-ATO	Indication	ind_apl_salvage_atra_ato.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:1071
CV914-0556	IND-ATLL-2L-MOGAMULIZUMAB	Indication	ind_atll_2l_mogamulizumab.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:1074
CV914-0557	IND-B-ALL-POST-CONSOLIDATION-POMP-MAINTENANCE	Indication	ind_b_all_post_consolidation_pomp_maintenance.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:1077
CV914-0558	IND-BREAST-HER2-POS-MAINT-TRAST	Indication	ind_breast_her2_pos_maint_trast.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:1080
CV914-0559	IND-BREAST-HER2-POS-MET-1L-THP	Indication	ind_breast_her2_pos_met_1l_thp.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:1083
CV914-0560	IND-BREAST-HER2-POS-MET-2L-TDXD	Indication	ind_breast_her2_pos_met_2l_tdxd.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:1086
CV914-0561	IND-BURKITT-2L-RDHAP-ASCT	Indication	ind_burkitt_2l_rdhap_asct.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:1089
CV914-0562	IND-BURKITT-2L-RICE-ASCT	Indication	ind_burkitt_2l_rice_asct.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:1092
CV914-0563	IND-CHL-1L-A-AVD	Indication	ind_chl_1l_a_avd.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:1095
CV914-0564	IND-CHL-1L-ABVD	Indication	ind_chl_1l_abvd.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:1098
CV914-0565	IND-CLL-1L-BTKI	Indication	ind_cll_1l_btki.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:1101
CV914-0566	IND-CLL-1L-VENO	Indication	ind_cll_1l_veno.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:1104
CV914-0567	IND-CLL-3L-PIRTOBRUTINIB	Indication	ind_cll_3l_pirtobrutinib.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:1107
CV914-0568	IND-CML-3L-ASCIMINIB	Indication	ind_cml_3l_asciminib.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:1110
CV914-0569	IND-CRC-METASTATIC-1L-MSI-H-PEMBRO	Indication	ind_crc_metastatic_1l_msi_h_pembro.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:1113
CV914-0570	IND-CRC-METASTATIC-1L-RAS-WT-LEFT	Indication	ind_crc_metastatic_1l_ras_wt_left.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:1116
CV914-0571	IND-CRC-METASTATIC-2L-BRAF-BEACON	Indication	ind_crc_metastatic_2l_braf_beacon.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:1119
CV914-0572	IND-CRC-METASTATIC-2L-FOLFIRI-BEV	Indication	ind_crc_metastatic_2l_folfiri_bev.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:1122
CV914-0573	IND-CRC-METASTATIC-3L-TAS102-BEV	Indication	ind_crc_metastatic_3l_tas102_bev.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:1125
CV914-0574	IND-CRC-METASTATIC-MAINT-FOLFIRI-BEV	Indication	ind_crc_metastatic_maint_folfiri_bev.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:1128
CV914-0575	IND-EATL-2L-ICE	Indication	ind_eatl_2l_ice.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:1131
CV914-0576	IND-ENDOMETRIAL-ADVANCED-1L-DOSTARLIMAB-CHEMO	Indication	ind_endometrial_advanced_1l_dostarlimab_chemo.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:1134
CV914-0577	IND-ESOPH-METASTATIC-2L-NIVO-SQUAMOUS	Indication	ind_esoph_metastatic_2l_nivo_squamous.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:1137
CV914-0578	IND-ESOPH-RESECTABLE-CROSS-NEOADJUVANT	Indication	ind_esoph_resectable_cross_neoadjuvant.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:1140
CV914-0579	IND-FL-3L-AXICEL-CART	Indication	ind_fl_3l_axicel_cart.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:1143
CV914-0580	IND-FL-3L-MOSUNETUZUMAB	Indication	ind_fl_3l_mosunetuzumab.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:1146
CV914-0581	IND-FL-POST-INDUCTION-RITUXIMAB-MAINTENANCE	Indication	ind_fl_post_induction_rituximab_maintenance.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:1149
CV914-0582	IND-GASTRIC-METASTATIC-1L-PDL1-CHEMO-ICI	Indication	ind_gastric_metastatic_1l_pdl1_chemo_ici.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:1152
CV914-0583	IND-GBM-NEWLY-DIAGNOSED-STUPP	Indication	ind_gbm_newly_diagnosed_stupp.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:1155
CV914-0584	IND-GIST-1L-IMATINIB	Indication	ind_gist_1l_imatinib.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:1158
CV914-0585	IND-MDS-LR-1L-ESA	Indication	ind_mds_lr_1l_esa.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:1161
CV914-0586	IND-MELANOMA-METASTATIC-1L-NIVO-IPI	Indication	ind_melanoma_metastatic_1l_nivo_ipi.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:1164
CV914-0587	IND-MELANOMA-NIVO-MAINT	Indication	ind_melanoma_nivo_maint.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:1167
CV914-0588	IND-MM-1L-DVRD	Indication	ind_mm_1l_dvrd.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:1170
CV914-0589	IND-MM-4L-TECLISTAMAB	Indication	ind_mm_4l_teclistamab.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:1173
CV914-0590	IND-MTC-ADVANCED-1L-CABOZANTINIB-RET-WT	Indication	ind_mtc_advanced_1l_cabozantinib_ret_wt.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:1176
CV914-0591	IND-NLPBL-2L-RCHOP-TRANSFORMATION	Indication	ind_nlpbl_2l_rchop_transformation.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:1179
CV914-0592	IND-NMZL-1L-WATCH	Indication	ind_nmzl_1l_watch.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:1182
CV914-0593	IND-NSCLC-2L-DOCETAXEL-RAMUCIRUMAB	Indication	ind_nsclc_2l_docetaxel_ramucirumab.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:1185
CV914-0594	IND-NSCLC-EGFR-MUT-MET-1L	Indication	ind_nsclc_egfr_mut_met_1l.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:1188
CV914-0595	IND-NSCLC-KRAS-G12C-MET-2L	Indication	ind_nsclc_kras_g12c_met_2l.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:1191
CV914-0596	IND-NSCLC-PDL1-HIGH-MET-1L	Indication	ind_nsclc_pdl1_high_met_1l.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:1194
CV914-0597	IND-NSCLC-STAGE-III-PACIFIC	Indication	ind_nsclc_stage_iii_pacific.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:1197
CV914-0598	IND-PDAC-METASTATIC-1L-FOLFIRINOX	Indication	ind_pdac_metastatic_1l_folfirinox.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:1200
CV914-0599	IND-PROSTATE-MCRPC-2L-LU-PSMA	Indication	ind_prostate_mcrpc_2l_lu_psma.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:1203
CV914-0600	IND-PROSTATE-MHSPC-1L-TRIPLET	Indication	ind_prostate_mhspc_1l_triplet.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:1206
CV914-0601	IND-PTCL-1L-CHOEP-ALLOSCT	Indication	ind_ptcl_1l_choep_allosct.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:1209
CV914-0602	IND-PTCL-2L-PRALATREXATE	Indication	ind_ptcl_2l_pralatrexate.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:1212
CV914-0603	IND-RCC-METASTATIC-1L-NIVO-IPI	Indication	ind_rcc_metastatic_1l_nivo_ipi.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:1215
CV914-0604	IND-RCC-METASTATIC-1L-PEMBRO-AXI	Indication	ind_rcc_metastatic_1l_pembro_axi.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:1218
CV914-0605	IND-TCELL-1L-CHP-BV	Indication	ind_tcell_1l_chp_bv.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:1221
CV914-0606	IND-WM-2L-VRD	Indication	ind_wm_2l_vrd.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:1224
CV914-0607	REG-A-AVD	Regimen	a_avd.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:1227
CV914-0608	REG-ABVD	Regimen	abvd.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:1230
CV914-0609	REG-ACALABRUTINIB-RITUXIMAB	Regimen	acalabrutinib_rituximab.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:1233
CV914-0610	REG-ADT-APALUTAMIDE	Regimen	reg_adt_apalutamide.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:1236
CV914-0611	REG-ADT-DAROLUTAMIDE-DOCETAXEL	Regimen	reg_adt_darolutamide_docetaxel.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:1239
CV914-0612	REG-ADT-ENZALUTAMIDE	Regimen	reg_adt_enzalutamide.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:1242
CV914-0613	REG-AI-PALBOCICLIB	Regimen	reg_ai_palbociclib.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:1245
CV914-0614	REG-AI-RIBOCICLIB	Regimen	reg_ai_ribociclib.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:1248
CV914-0615	REG-ASCIMINIB-CML	Regimen	reg_asciminib_cml.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:1251
CV914-0616	REG-ATRA-ATO-APL	Regimen	atra_ato_apl.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:1254
CV914-0617	REG-ATRA-ATO-APL-SALVAGE	Regimen	reg_atra_ato_apl_salvage.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:1257
CV914-0618	REG-ATRA-ATO-IDA-APL	Regimen	atra_ato_ida_apl.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:1260
CV914-0619	REG-AZA-MDS-HR	Regimen	azacitidine_mds_hr.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:1263
CV914-0620	REG-BRENTUXIMAB-MAINTENANCE-ALCL	Regimen	reg_brentuximab_maintenance_alcl.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:1266
CV914-0621	REG-CARBO-PACLI-OVARIAN	Regimen	carboplatin_paclitaxel_ovarian.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:1269
CV914-0622	REG-CARBOPLATIN-PACLITAXEL-WEEKLY	Regimen	carboplatin_paclitaxel_weekly.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:1272
CV914-0623	REG-CHP-BV	Regimen	chp_bv.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:1275
CV914-0624	REG-DARA-VRD	Regimen	dara_vrd.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:1278
CV914-0625	REG-DOSTARLIMAB-CARBO-PACLI-ENDOM	Regimen	reg_dostarlimab_carbo_pacli_endom.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:1281
CV914-0626	REG-DURVA-CONSOLIDATION-PACIFIC	Regimen	reg_durva_consolidation_pacific.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:1284
CV914-0627	REG-ENCORAFENIB-CETUXIMAB	Regimen	encorafenib_cetuximab_beacon.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:1287
CV914-0628	REG-EP-ATEZO-SCLC	Regimen	reg_ep_atezo_sclc.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:1290
CV914-0629	REG-EP-DURVA-SCLC	Regimen	reg_ep_durva_sclc.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:1293
CV914-0630	REG-ESA-MDS-LR	Regimen	esa_mds_lr.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:1296
CV914-0631	REG-FOLFIRINOX	Regimen	folfirinox.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:1299
CV914-0632	REG-FOLFOX-NIVO	Regimen	folfox_nivolumab.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:1302
CV914-0633	REG-LORLATINIB-NSCLC	Regimen	reg_lorlatinib_nsclc.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:1305
CV914-0634	REG-LUTETIUM-PSMA	Regimen	reg_lutetium_psma.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:1308
CV914-0635	REG-NIVO-IPI-MELANOMA	Regimen	reg_nivo_ipi_melanoma.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:1311
CV914-0636	REG-NIVO-IPI-RCC	Regimen	reg_nivo_ipi_rcc.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:1314
CV914-0637	REG-PEMBRO-AXI-RCC	Regimen	reg_pembro_axi_rcc.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:1317
CV914-0638	REG-PEMBRO-CARBO-PACLI-ENDOM	Regimen	reg_pembro_carbo_pacli_endom.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:1320
CV914-0639	REG-PEMBRO-CHEMO-TNBC-NEOADJUVANT	Regimen	reg_pembro_chemo_tnbc_neoadjuvant.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:1323
CV914-0640	REG-PEMBRO-MONO-ESOPH-2L	Regimen	reg_pembro_mono_esoph_2l.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:1326
CV914-0641	REG-PEMBRO-MONO-NSCLC	Regimen	reg_pembro_mono_nsclc.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:1329
CV914-0642	REG-PEMBROLIZUMAB-MSI-MONO	Regimen	pembrolizumab_msi_mono.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:1332
CV914-0643	REG-PRALATREXATE-PTCL	Regimen	reg_pralatrexate_ptcl.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:1335
CV914-0644	REG-RDHAP-BURKITT	Regimen	reg_rdhap_burkitt.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:1338
CV914-0645	REG-RITUXIMAB-MAINTENANCE-FL	Regimen	reg_rituximab_maintenance_fl.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:1341
CV914-0646	REG-SOTORASIB-KRAS	Regimen	reg_sotorasib_kras.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:1344
CV914-0647	REG-STUPP-TMZ	Regimen	stupp_temozolomide.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:1347
CV914-0648	REG-TCHP-NEOADJUVANT	Regimen	reg_tchp_neoadjuvant.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:1350
CV914-0649	REG-TDM1-ADJUVANT	Regimen	reg_tdm1_adjuvant.yaml	missing-trial-source	docs/reviews/citation-verification-2026-04-27.md:1353
